"id","name","pattern","primary_muscle","primary_region","secondary_muscles","cns_load","skill_level","compound","is_complex_lift","is_unilateral","metric_type","discipline_tags","equipment_tags","description","coaching_cues","substitution_group","user_id","primary_discipline","tags","fatigue_factor","stimulus_factor","injury_risk_factor","min_recovery_hours"
"66","90/90 Hamstring","mobility","hamstrings","posterior lower","['calves']","moderate","intermediate","False","False","False","reps","['stretching']","['none']","Hamstring stretch with legs split","['Lie on your back, with one leg extended straight out.', 'With the other leg, bend the hip and knee to 90 degrees. You may brace your leg with your hands if necessary. This will be your starting position.', 'Extend your leg straight into the air, pausing briefly at the top. Return the leg to the starting position.', 'Repeat for 10-20 repetitions, and then switch to the other leg.']","90_90_hamstring","","Mobility","[]","0.4","0.6","0.4","24"
"68","Adductor","mobility","adductors","lower body","[]","moderate","intermediate","False","False","False","reps","['stretching']","['foam roll']","One leg adductor foam roll","['Lie face down with one leg on a foam roll.', 'Rotate the leg so that the foam roll contacts against your inner thigh. Shift as much weight onto the foam roll as can be tolerated.', 'While trying to relax the muscles if the inner thigh, roll over the foam between your hip and knee, holding points of tension for 10-30 seconds. Repeat with the other leg.']","adductor","","Mobility","[]","0.4","0.6","0.4","24"
"207","Lying Glute","mobility","glutes","posterior lower","['adductors']","moderate","intermediate","False","False","False","reps","['stretching']","['none']","","['Lie on your back with your partner kneeling beside you.', 'Flex the hip of one leg, raising it off of the floor. Rotate the leg so the foot is over the opposite hip, the lower leg perpendicular to your body. Your partner should hold the knee and ankle in place. This will be your starting position.', 'Attempt to push your leg towards your partner, who should be preventing any actual movement of the leg.', 'After 10-20 seconds, completely relax as your partner gently pushes the ankle and knee towards your chest. Be sure to inform your helper when the stretch is adequate to prevent injury or overstretching.']","lying_glute","","Mobility","[]","0.4","0.6","0.4","24"
"208","Lying Hamstring","mobility","hamstrings","posterior lower","['calves']","moderate","intermediate","False","False","False","reps","['stretching']","['other']","","['Lie on your back with your legs extended. Your partner should be kneeling beside you. Raise one leg up towards the ceiling and have your partner hold the ankle. Your partner can use their shoulder to brace your leg if necessary. This will be your starting position.', 'With your partner holding your leg in place, attempt to flex the knee, contracting the hamstrings for 10-20 seconds.', 'Then relax your leg, allowing your partner to gently push the leg towards your head. Be sure to inform your helper when the stretch is adequate to prevent injury or overstretching. Switch sides once complete.']","lying_hamstring","","Mobility","[]","0.4","0.6","0.4","24"
"209","Lying Prone Quadriceps","mobility","quadriceps","anterior lower","[]","moderate","intermediate","False","False","False","reps","['stretching']","['none']","","['Lay face down on the floor with your partner kneeling beside you. Flex one knee and raise that leg off the ground, attempting to touch your glutes with your foot. Your partner should hold the knee and ankle. This will be your starting position.', 'Attempt to extend your knee while your partner prevents any actual movement.', 'After 10-20 seconds, relax your muscles as your partner gently pushes the foot towards your glutes, further stretching the quadriceps and hip flexors.', 'After 10-20 seconds, switch sides.']","lying_prone_quadriceps","","Mobility","[]","0.4","0.6","0.4","24"
"210","Machine Preacher Curls","isolation","biceps","anterior upper","[]","moderate","intermediate","False","False","False","reps","['strength']","['machine']","","['Sit down on the Preacher Curl Machine and select the weight.', 'Place the back of your upper arms (your triceps) on the preacher pad provided and grab the handles using an underhand grip (palms facing up). Tip: Make sure that when you place the arms on the pad you keep the elbows in. This will be your starting position.', 'Now lift the handles as you exhale and you contract the biceps. At the top of the position make sure that you hold the contraction for a second. Tip: Only the forearms should move. The upper arms should remain stationary and on the pad at all times.', 'Lower the handles slowly back to the starting position as you inhale.', 'Repeat for the recommended amount of repetitions.']","preacher_curls","","Bodybuilding","[]","0.4","0.6","0.4","24"
"364","Split Squats","squat","hamstrings","posterior lower","['calves', 'glutes', 'quadriceps']","moderate","intermediate","True","False","False","reps","['stretching']","['none']","","['Being in a standing position. Jump into a split leg position, with one leg forward and one leg back, flexing the knees and lowering your hips slightly as you do so.', 'As you descend, immediately reverse direction, standing back up and jumping, reversing the position of your legs. Repeat 5-10 times on each leg.']","split_squats","","All","[]","0.6","0.8","0.4","48"
"30","Clean","olympic","full_body","full body","['quadriceps', 'glutes', 'hamstrings', 'upper_back']","very_high","expert","True","True","False","reps","['olympic', 'athleticism']","['barbell']","","[]","clean","","Olympic Lifting","[]","1.0","1.0","1.0","72"
"31","Power Clean","olympic","full_body","full body","['quadriceps', 'glutes', 'hamstrings', 'upper_back']","very_high","advanced","True","True","False","reps","['olympic', 'athleticism']","['barbell']","","[]","clean","","Olympic Lifting","[]","1.0","1.0","0.8","72"
"32","Snatch","olympic","full_body","full body","['quadriceps', 'glutes', 'upper_back', 'front_delts']","very_high","elite","True","True","False","reps","['olympic']","['barbell']","","[]","snatch","","Olympic Lifting","[]","1.0","1.0","1.0","72"
"33","Clean and Jerk","olympic","full_body","full body","['quadriceps', 'glutes', 'front_delts', 'triceps']","very_high","elite","True","True","False","reps","['olympic']","['barbell']","","[]","clean_jerk","","Olympic Lifting","[]","1.0","1.0","1.0","72"
"47","Bicep Curl","isolation","biceps","anterior upper","['forearms']","very_low","beginner","False","False","False","reps","['hypertrophy']","['dumbbell', 'barbell', 'cable']","","[]","bicep_curl","","Bodybuilding","[]","0.1","0.5","0.2","12"
"48","Tricep Extension","isolation","triceps","posterior upper","[]","very_low","beginner","False","False","False","reps","['hypertrophy']","['dumbbell', 'cable']","","[]","tricep_extension","","Bodybuilding","[]","0.1","0.5","0.2","12"
"49","Lateral Raise","isolation","side_delts","shoulder","[]","very_low","beginner","False","False","False","reps","['hypertrophy']","['dumbbell', 'cable']","","[]","lateral_raise","","Bodybuilding","[]","0.1","0.5","0.2","12"
"211","Mixed Grip Chin","isolation","full_body","full body","['biceps', 'lats']","moderate","intermediate","False","False","False","reps","['strength']","['other']","","['Using a spacing that is just about 1 inch wider than shoulder width, grab a pull-up bar with the palms of one hand facing forward and the palms of the other hand facing towards you. This will be your starting position.', 'Now start to pull yourself up as you exhale. Tip: With the arm that has the palms facing up concentrate on using the back muscles in order to perform the movement. The elbow of that arm should remain close to the torso. With the other arm that has the palms facing forward, the elbows will be away but in line with the torso. You will concentrate on using the lats to pull your body up.', 'After a second contraction at the top, start to slowly come down as you inhale.', 'Repeat for the recommended amount of repetitions.', 'On the following set, switch grips; so if you had the right hand with the palms facing you and the left one with the palms facing forward, on the next set you will have the palms facing forward for the right hand and facing you for the left.']","mixed_grip_chin","","Bodybuilding","[]","0.4","0.6","0.4","24"
"212","Monster Walk","isolation","adductors","lower body","[]","moderate","intermediate","False","False","False","reps","['strength']","['bands']","","['Place a band around both ankles and another around both knees. There should be enough tension that they are tight when your feet are shoulder width apart.', 'To begin, take short steps forward alternating your left and right foot.', 'After several steps, do just the opposite and walk backward to where you started.']","monster_walk","","Bodybuilding","[]","0.4","0.6","0.4","24"
"213","Mountain Climbers","lunge","quadriceps","anterior lower","['chest', 'hamstrings', 'full_body']","moderate","intermediate","False","False","False","reps","['plyometrics']","['none']","","['Begin in a pushup position, with your weight supported by your hands and toes. Flexing the knee and hip, bring one leg until the knee is approximately under the hip. This will be your starting position.', 'Explosively reverse the positions of your legs, extending the bent leg until the leg is straight and supported by the toe, and bringing the other foot up with the hip and knee flexed. Repeat in an alternating fashion for 20-30 seconds.']","mountain_climbers","","All","[]","0.4","0.6","0.4","24"
"214","Moving Claw Series","lunge","hamstrings","posterior lower","['calves', 'quadriceps']","moderate","intermediate","False","False","False","reps","['plyometrics']","['none']","","['This move helps prepare your running form to help you excel at sprinting. As you run, be sure to flex the knee, aiming to kick your glutes as the hip extends.', 'Reload the quad as the leg moves back forward, attacking the ground on the next step.', 'Ensure that as you run, you block with the arms, punching through in a rapid 1-2 motion.']","moving_claw_series","","All","[]","0.4","0.6","0.4","24"
"400","Rowing Machine","cardio","full_body","full body","[]","moderate","intermediate","True","False","False","reps","['crossfit']","['rowing_machine']","","[]","","","All","['crossfit']","0.6","0.8","0.4","48"
"401","box step ups","lunge","full_body","full body","[]","moderate","intermediate","True","False","False","reps","['crossfit']","['box', 'dumbbells']","","[]","","","All","['crossfit', 'athletic']","0.6","0.8","0.4","48"
"402","chest to bar pull ups","vertical_pull","full_body","full body","[]","moderate","intermediate","True","False","False","reps","['crossfit']","['pullup_bar']","","[]","","","All","['crossfit']","0.6","0.8","0.4","48"
"403","double unders","plyometric","full_body","full body","[]","moderate","intermediate","True","False","False","reps","['crossfit']","['jump_rope']","","[]","","","All","['crossfit', 'athletic']","0.6","0.8","0.4","48"
"404","hand release push ups","horizontal_push","full_body","full body","[]","moderate","intermediate","True","False","False","reps","['crossfit']","[]","","[]","","","All","['crossfit']","0.6","0.8","0.4","48"
"405","handstand push ups","vertical_push","full_body","full body","[]","moderate","intermediate","True","False","False","reps","['crossfit']","[]","","[]","","","All","['crossfit']","0.6","0.8","0.4","48"
"406","kettlebell Turkish get ups","isolation","full_body","full body","[]","moderate","intermediate","True","False","True","reps","['crossfit']","['kettlebell']","","[]","","","All","['crossfit']","0.6","0.8","0.5","48"
"407","knees to elbows","core","full_body","full body","[]","moderate","intermediate","True","False","False","reps","['crossfit']","['pullup_bar']","","[]","","","All","['crossfit']","0.6","0.8","0.4","48"
"408","Wall Ball","squat","full_body","full body","[]","moderate","intermediate","True","False","False","reps","['crossfit']","['wall_ball']","","[]","","","All","['crossfit', 'athletic']","0.6","0.8","0.4","48"
"409","pull ups","vertical_pull","full_body","full body","[]","moderate","intermediate","True","False","False","reps","['crossfit']","['pullup_bar']","","[]","","","All","['crossfit']","0.6","0.8","0.4","48"
"410","push ups","horizontal_push","full_body","full body","[]","moderate","intermediate","True","False","False","reps","['crossfit']","[]","","[]","","","All","['crossfit']","0.6","0.8","0.4","48"
"411","ring push ups","horizontal_push","full_body","full body","[]","moderate","intermediate","True","False","False","reps","['crossfit']","['rings']","","[]","","","All","['crossfit']","0.6","0.8","0.4","48"
"447","Monday 260105","conditioning","full_body","full body","[]","moderate","intermediate","True","False","False","reps","[]","[]","","[]","","","CrossFit","[]","0.6","0.8","0.4","48"
"412","sandbag bear hug carry","carry","full_body","full body","[]","moderate","intermediate","True","False","False","reps","['crossfit']","['sandbag']","","[]","","","All","['crossfit']","0.6","0.8","0.4","48"
"413","pistols","squat","full_body","full body","[]","moderate","intermediate","True","False","True","reps","['crossfit']","[]","","[]","","","All","['crossfit', 'athletic']","0.6","0.8","0.5","48"
"414","sit ups","core","full_body","full body","[]","moderate","intermediate","True","False","False","reps","['crossfit']","[]","","[]","","","All","['crossfit']","0.6","0.8","0.4","48"
"331","Chair Lower Back Stretch","mobility","lats","posterior upper","['lower_back']","moderate","intermediate","False","False","False","reps","['stretching']","['none']","","['Sit upright on a chair.', 'Bend to one side with your arm over your head. You can hold onto the chair with your free hand.', 'Hold for 10 seconds, and repeat for your other side.']","chair_lower_back_stretch","","Mobility","[]","0.4","0.6","0.4","24"
"215","Neck-SMR","mobility","full_body","full body","[]","moderate","intermediate","False","False","False","reps","['stretching']","['other']","","['Using a muscle roller or a rolling pin, place the roller behind your head and against your neck. Make sure that you do not place the roller directly against the spine, but turned slightly so that the roller is pressed against the muscles to either side of the spine. This will be your starting position.', 'Starting at the top of your neck, slowly roll down the muscles of your neck, pausing at points of tension for 10-30 seconds.']","neck_smr","","Mobility","[]","0.4","0.6","0.4","24"
"372","Calorie Row","horizontal_pull","lats","upper body","[]","moderate","intermediate","True","False","False","reps","[]","[]","","[]","","","CrossFit","[]","0.6","0.8","0.4","48"
"227","One Knee To Chest","mobility","glutes","posterior lower","['hamstrings', 'lower_back']","moderate","intermediate","False","False","False","reps","['stretching']","['none']","","['Start off by lying on the floor.', 'Extend one leg straight and pull the other knee to your chest. Hold under the knee joint to protect the kneecap.', 'Gently tug that knee toward your nose.', 'Switch sides. This stretches the buttocks and lower back of the bent leg and the hip flexor of the straight leg.']","one_knee_to_chest","","Mobility","[]","0.4","0.6","0.4","24"
"228","Pelvic Tilt Into Bridge","mobility","lower_back","posterior lower","[]","moderate","intermediate","False","False","False","reps","['stretching']","['none']","","['Lie down with your feet on the floor, heels directly under your knees.', ""Lift only your tailbone to the ceiling to stretch your lower back. (Don't lift the entire spine yet.) Pull in your stomach."", 'To go into a bridge, lift the entire spine except the neck.']","pelvic_tilt_into_bridge","","Mobility","[]","0.4","0.6","0.4","24"
"229","Peroneals-SMR","mobility","calves","posterior lower","[]","moderate","intermediate","False","False","False","reps","['stretching']","['foam roll']","","['Lay on your side, supporting your weight on your forearm and on a foam roller placed on the outside of your lower leg. Your upper leg can either be on top of your lower leg, or you can cross it in front of you. This will be your starting position.', 'Raise your hips off of the ground and begin to roll from below the knee to above the ankle on the side of your leg, pausing at points of tension for 10-30 seconds. Repeat on the other leg.']","peroneals_smr","","Mobility","[]","0.4","0.6","0.4","24"
"230","Pin Presses","isolation","triceps","posterior upper","['chest', 'forearms', 'lats', 'full_body', 'full_body']","moderate","intermediate","True","False","False","reps","['strength']","['barbell']","","['Pin presses remove the eccentric phase of the bench press, developing starting strength. They also allow you to train a desired range of motion.', 'The bench should be set up in a power rack. Set the pins to the desired point in your range of motion, whether it just be lockout or an inch off of your chest. The bar should be moved to the pins and prepared for lifting.', 'Begin by lying on the bench, with the bar directly above the contact point during your regular bench. Tuck your feet underneath you and arch your back. Using the bar to help support your weight, lift your shoulder off the bench and retract them, squeezing the shoulder blades together. Use your feet to drive your traps into the bench. Maintain this tight body position throughout the movement.', 'You can take a standard bench grip, or shoulder width to focus on the triceps. The bar, wrist, and elbow should stay in line at all times. Focus on squeezing the bar and trying to pull it apart.', 'Drive the bar up with as much force as possible. The elbows should be tucked in until lockout.', 'Return the bar to the pins, pausing before beginning the next repetition.']","pin_presses","","Bodybuilding","[]","0.6","0.8","0.4","48"
"231","Piriformis-SMR","mobility","glutes","posterior lower","[]","moderate","intermediate","False","False","False","reps","['stretching']","['foam roll']","","['Sit with your buttocks on top of a foam roll. Bend your knees, and then cross one leg so that the ankle is over the knee. This will be your starting position.', 'Shift your weight to the side of the crossed leg, rolling over the buttocks until you feel tension in your upper glute. You may assist the stretch by using one hand to pull the bent knee towards your chest. Hold this position for 10-30 seconds, and then switch sides.']","piriformis_smr","","Mobility","[]","0.4","0.6","0.4","24"
"232","Plate Pinch","isolation","forearms","anterior upper","[]","moderate","intermediate","False","False","False","reps","['strength']","['other']","","['Grab two wide-rimmed plates and put them together with the smooth sides facing outward', 'Use your fingers to grip the outside part of the plate and your thumb for the other side thus holding both plates together. This is the starting position.', 'Squeeze the plate with your fingers and thumb. Hold this position for as long as you can.', 'Repeat for the recommended amount of sets prescribed in your program.', 'Switch arms and repeat the movements.']","plate_pinch","","Bodybuilding","[]","0.4","0.6","0.4","24"
"233","Plate Twist","isolation","core","full body","[]","moderate","intermediate","False","False","False","reps","['strength']","['other']","","['Lie down on the floor or an exercise mat with your legs fully extended and your upper body upright. Grab the plate by its sides with both hands out in front of your abdominals with your arms slightly bent.', 'Slowly cross your legs near your ankles and lift them up off the ground. Your knees should also be bent slightly. Note: Move your upper body back slightly to help keep you balanced turning this exercise. This is the starting position.', 'Move the plate to the left side and touch the floor with it. Breathe out as you perform that movement.', 'Come back to the starting position as you breathe in and then repeat the movement but this time to the right side of the body. Tip: Use a slow controlled movement at all times. Jerking motions can injure the back.', 'Repeat for the recommended amount of repetitions.']","plate_twist","","Bodybuilding","[]","0.4","0.6","0.4","24"
"234","Platform Hamstring Slides","lunge","hamstrings","posterior lower","['glutes']","moderate","intermediate","False","False","False","reps","['strength']","['other']","","['For this movement a wooden floor or similar is needed. Lay on your back with your legs extended. Place a gym towel or a light weight underneath your heel. This will be your starting position.', 'Begin the movement by flexing the knee, keeping your other leg straight.', 'Continue bringing the heel closer to you, sliding it on the floor.', 'At full knee flexion, reverse the movement to return to the starting position.']","platform_hamstring_slides","","All","[]","0.4","0.6","0.4","24"
"235","Plyo Kettlebell Pushups","plyometric","chest","anterior upper","['full_body', 'triceps']","moderate","intermediate","False","False","False","reps","['strength']","['kettlebell']","","['Place a kettlebell on the floor. Place yourself in a pushup position, on your toes with one hand on the ground and one hand holding the kettlebell, with your elbows extended. This will be your starting position.', 'Begin by lowering yourself as low as you can, keeping your back straight.', 'Quickly and forcefully reverse direction, pushing yourself up to the other side of the kettlebell, switching hands as you do so. Continue the movement by descending and repeating the movement back and forth.']","plyo_pushups","","All","[]","0.4","0.6","0.4","24"
"236","Prone Manual Hamstring","lunge","hamstrings","posterior lower","[]","moderate","intermediate","False","False","False","reps","['strength']","['none']","","['You will need a partner for this exercise. Lay face down with your legs straight. Your assistant will place their hand on your heel.', 'To begin, flex the knee to curl your leg up. Your partner should provide resistance, starting light and increasing the pressure as the movement is completed. Communicate with your partner to monitor appropriate resistance levels.', 'Pause at the top, returning the leg to the starting position as your partner provides resistance going the other direction.']","prone_manual_hamstring","","All","[]","0.4","0.6","0.4","24"
"415","toes to bars","core","full_body","full body","[]","moderate","intermediate","True","False","False","reps","['crossfit']","['pullup_bar']","","[]","","","All","['crossfit']","0.6","0.8","0.4","48"
"433","200/Row","horizontal_pull","lats","upper body","[]","moderate","intermediate","True","False","False","reps","[]","[]","","[]","","","CrossFit","[]","0.6","0.8","0.4","48"
"434","4 Rope Climbs To","conditioning","full_body","full body","[]","moderate","intermediate","True","False","False","reps","[]","[]","","[]","","","CrossFit","[]","0.6","0.8","0.4","48"
"237","Pullups","isolation","lats","posterior upper","['biceps', 'full_body']","moderate","intermediate","False","False","False","reps","['strength']","['none']","","['Grab the pull-up bar with the palms facing forward using the prescribed grip. Note on grips: For a wide grip, your hands need to be spaced out at a distance wider than your shoulder width. For a medium grip, your hands need to be spaced out at a distance equal to your shoulder width and for a close grip at a distance smaller than your shoulder width.', 'As you have both arms extended in front of you holding the bar at the chosen grip width, bring your torso back around 30 degrees or so while creating a curvature on your lower back and sticking your chest out. This is your starting position.', 'Pull your torso up until the bar touches your upper chest by drawing the shoulders and the upper arms down and back. Exhale as you perform this portion of the movement. Tip: Concentrate on squeezing the back muscles once you reach the full contracted position. The upper torso should remain stationary as it moves through space and only the arms should move. The forearms should do no other work other than hold the bar.', 'After a second on the contracted position, start to inhale and slowly lower your torso back to the starting position when your arms are fully extended and the lats are fully stretched.', 'Repeat this motion for the prescribed amount of repetitions.']","pullups","","Bodybuilding","[]","0.4","0.6","0.4","24"
"238","Push-Ups - Close Triceps Position","isolation","triceps","posterior upper","['chest', 'full_body']","moderate","intermediate","False","False","False","reps","['strength']","['none']","","[""Lie on the floor face down and place your hands closer than shoulder width for a close hand position. Make sure that you are holding your torso up at arms' length."", 'Lower yourself until your chest almost touches the floor as you inhale.', 'Using your triceps and some of your pectoral muscles, press your upper body back up to the starting position and squeeze your chest. Breathe out as you perform this step.', 'After a second pause at the contracted position, repeat the movement for the prescribed amount of repetitions.']","push_ups_close_triceps_position","","Bodybuilding","[]","0.4","0.6","0.4","24"
"239","Push-Ups With Feet Elevated","isolation","chest","anterior upper","['full_body', 'triceps']","moderate","intermediate","False","False","False","reps","['strength']","['none']","","['Lie on the floor face down and place your hands about 36 inches apart from each other holding your torso up at arms length.', 'Place your toes on top of a flat bench. This will allow your body to be elevated. Note: The higher the elevation of the flat bench, the higher the resistance of the exercise is.', 'Lower yourself until your chest almost touches the floor as you inhale.', 'Using your pectoral muscles, press your upper body back up to the starting position and squeeze your chest. Breathe out as you perform this step.', 'After a second pause at the contracted position, repeat the movement for the prescribed amount of repetitions.']","push_ups_with_feet_elevated","","Bodybuilding","[]","0.4","0.6","0.4","24"
"240","Push-Ups With Feet On An Exercise Ball","isolation","chest","anterior upper","['full_body', 'triceps']","moderate","intermediate","False","False","False","reps","['strength']","['exercise ball']","","['Lie on the floor face down and place your hands about 36 inches apart from each other holding your torso up at arms length.', 'Place your toes on top of an exercise ball. This will allow your body to be elevated.', 'Lower yourself until your chest almost touches the floor as you inhale.', 'Using your pectoral muscles, press your upper body back up to the starting position and squeeze your chest. Breathe out as you perform this step.', 'After a second pause at the contracted position, repeat the movement for the prescribed amount of repetitions.']","push_ups_with_feet_on_an_exercise_ball","","Bodybuilding","[]","0.4","0.6","0.4","24"
"241","Push Press - Behind the Neck","isolation","full_body","full body","['calves', 'quadriceps', 'triceps']","moderate","intermediate","True","False","False","reps","['olympic weightlifting']","['barbell']","","['Standing with the weight racked on the back of the shoulders, begin with the dip. With your feet directly under your hips, flex the knees without moving the hips backward. Go down only slightly, and reverse direction as powerfully as possible. Drive through the heels create as much speed and force as possible, moving the bar in a vertical path.', 'Using the momentum generated, finish pressing the weight overhead be extending through the arms.', 'Return to the starting position, using your legs to absorb the impact.']","push_press_behind_the_neck","","Bodybuilding","[]","0.6","0.8","0.4","48"
"242","Pushups","isolation","chest","anterior upper","['full_body', 'triceps']","moderate","intermediate","False","False","False","reps","['strength']","['none']","","['Lie on the floor face down and place your hands about 36 inches apart while holding your torso up at arms length.', 'Next, lower yourself downward until your chest almost touches the floor as you inhale.', 'Now breathe out and press your upper body back up to the starting position while squeezing your chest.', 'After a brief pause at the top contracted position, you can begin to lower yourself downward again for as many repetitions as needed.']","pushups","","Bodybuilding","[]","0.4","0.6","0.4","24"
"243","Pushups (Close and Wide Hand Positions)","isolation","chest","anterior upper","['full_body', 'triceps']","moderate","intermediate","False","False","False","reps","['strength']","['none']","","['Lie on the floor face down and body straight with your toes on the floor and the hands wider than shoulder width for a wide hand position and closer than shoulder width for a close hand position. Make sure you are holding your torso up at arms length.', 'Lower yourself until your chest almost touches the floor as you inhale.', 'Using your pectoral muscles, press your upper body back up to the starting position and squeeze your chest. Breathe out as you perform this step.', 'After a second pause at the contracted position, repeat the movement for the prescribed amount of repetitions.']","pushups","","Bodybuilding","[]","0.4","0.6","0.4","24"
"244","Pyramid","mobility","lower_back","posterior lower","['full_body']","moderate","intermediate","False","False","False","reps","['stretching']","['exercise ball']","","['Start off by rolling your torso forward onto the ball so your hips rest on top of the ball and become the highest point of your body.', 'Rest your hands and feet on the floor. Your arms and legs can be slightly bent or straight, depending on the size of the ball, your flexibility, and the length of your limbs. This also helps develop stabilizing strength in your torso and shoulders.']","pyramid","","Mobility","[]","0.4","0.6","0.4","24"
"245","Quadriceps-SMR","mobility","quadriceps","anterior lower","[]","moderate","intermediate","False","False","False","reps","['stretching']","['foam roll']","","['Lay facedown on the floor with your weight supported by your hands or forearms. Place a foam roll underneath one leg on the quadriceps, and keep the foot off of the ground. Make sure to relax the leg as much as possible. This will be your starting position.', 'Shifting as much weight onto the leg to be stretched as is tolerable, roll over the foam from above the knee to below the hip, holding points of tension for 10-30 seconds. Switch sides.']","quadriceps_smr","","Mobility","[]","0.4","0.6","0.4","24"
"435","Alternating Dumbbell Snatches","hinge","hamstrings","posterior lower","[]","moderate","intermediate","True","False","False","reps","[]","[]","","[]","","","CrossFit","[]","0.6","0.8","0.4","48"
"436","Back Squats Are Not The Enemy","squat","quadriceps","lower body","[]","moderate","intermediate","True","False","False","reps","[]","[]","","[]","","","CrossFit","[]","0.6","0.8","0.4","48"
"246","Quick Leap","lunge","quadriceps","anterior lower","['calves', 'hamstrings']","moderate","intermediate","False","False","False","reps","['plyometrics']","['other']","","['You will need a box for this exerise.', 'Begin facing the box standing 1-2 feet from its edge.', 'By utilizing your hips, hop onto the box, landing on both legs. Ensure that you land with your legs bent and your feet flat.', 'Immediately upon landing, fully extend through the entire body and swing your arms overhead to explode off of the box. Use your legs to absorb the impact of landing.']","quick_leap","","All","[]","0.4","0.6","0.4","24"
"247","Rack Delivery","isolation","full_body","full body","['forearms', 'upper_back']","moderate","intermediate","False","False","False","reps","['olympic weightlifting']","['barbell']","","['This drill teaches the delivery of the barbell to the rack position on the shoulders. Begin holding a bar in the scarecrow position, with the upper arms parallel to the floor, and the forearms hanging down. Use a hook grip, with your fingers wrapped over your thumbs.', 'Begin by rotating the elbows around the bar, delivering the bar to the shoulders. As your elbows come forward, relax your grip. The shoulders should be protracted, providing a shelf for the bar, which should lightly contact the throat.', 'It is important that the bar stay close to the body at all times, as with a heavier load any distance will result in an unwanted collision. As the movement becomes smoother, speed and load can be increased before progressing further.']","rack_delivery","","Bodybuilding","[]","0.4","0.6","0.4","24"
"248","Rack Pulls","isolation","lower_back","posterior lower","['forearms', 'glutes', 'hamstrings', 'upper_back']","moderate","intermediate","False","False","False","reps","['strength']","['barbell']","","['Set up in a power rack with the bar on the pins. The pins should be set to the desired point; just below the knees, just above, or in the mid thigh position. Position yourself against the bar in proper deadlifting position. Your feet should be under your hips, your grip shoulder width, back arched, and hips back to engage the hamstrings. Since the weight is typically heavy, you may use a mixed grip, a hook grip, or use straps to aid in holding the weight.', 'With your head looking forward, extend through the hips and knees, pulling the weight up and back until lockout. Be sure to pull your shoulders back as you complete the movement.', 'Return the weight to the pins and repeat.']","rack_pulls","","Bodybuilding","[]","0.4","0.6","0.4","24"
"249","Recumbent Bike","cardio","quadriceps","anterior lower","['calves', 'glutes', 'hamstrings']","low","intermediate","False","False","False","time","['cardio']","['machine']","","['To begin, seat yourself on the bike and adjust the seat to your height.', 'Select the desired option from the menu. You may have to start pedaling to turn it on. You can use the manual setting, or you can select a program to use. Typically, you can enter your age and weight to estimate the amount of calories burned during exercise. The level of resistance can be changed throughout the workout. The handles can be used to monitor your heart rate to help you stay at an appropriate intensity.', 'Recumbent bikes offer convenience, cardiovascular benefits, and have less impact than other activities. A 150 lb person will burn about 230 calories cycling at a moderate rate for 30 minutes, compared to 450 calories or more running.']","recumbent_bike","","All","[]","0.19999999999999998","0.5","0.4","12"
"250","Return Push from Stance","isolation","full_body","full body","['chest', 'triceps']","moderate","intermediate","False","False","False","reps","['plyometrics']","['medicine ball']","","['You will need a partner for this drill.', 'Begin in an athletic 2 or 3 point stance.', 'At the signal, move into a position to receive the pass from your partner.', 'Catch the medicine ball with both hands and immediately throw it back to your partner.', 'You can modify this drill by running different routes.']","return_push_from_stance","","Bodybuilding","[]","0.4","0.6","0.4","24"
"251","Reverse Barbell Preacher Curls","isolation","biceps","anterior upper","['forearms']","moderate","intermediate","False","False","False","reps","['strength']","['ez curl bar']","","['Grab an EZ-bar using a shoulder width and palms down (pronated) grip.', 'Now place the upper part of both arms on top of the preacher bench and have your arms extended. This will be your starting position.', 'As you exhale, use the biceps to curl the weight up until your biceps are fully contracted and the barbell is at shoulder height. Squeeze the biceps hard for a second at the contracted position.', 'As you breathe in, slowly lower the barbell until your upper arms are extended and the biceps is fully stretched.', 'Repeat for the recommended amount of repetitions.']","reverse_preacher_curls","","Bodybuilding","[]","0.4","0.6","0.4","24"
"252","Reverse Crunch","core","core","full body","[]","moderate","intermediate","False","False","False","time","['strength']","['none']","","['Lie down on the floor with your legs fully extended and arms to the side of your torso with the palms on the floor. Your arms should be stationary for the entire exercise.', 'Move your legs up so that your thighs are perpendicular to the floor and feet are together and parallel to the floor. This is the starting position.', 'While inhaling, move your legs towards the torso as you roll your pelvis backwards and you raise your hips off the floor. At the end of this movement your knees will be touching your chest.', 'Hold the contraction for a second and move your legs back to the starting position while exhaling.', 'Repeat for the recommended amount of repetitions.']","reverse_crunch","","All","[]","0.4","0.6","0.4","24"
"253","Reverse Flyes","isolation","full_body","full body","[]","moderate","intermediate","False","False","False","reps","['strength']","['dumbbell']","","['To begin, lie down on an incline bench with the chest and stomach pressing against the incline. Have the dumbbells in each hand with the palms facing each other (neutral grip).', 'Extend the arms in front of you so that they are perpendicular to the angle of the bench. The legs should be stationary while applying pressure with the ball of your toes. This is the starting position.', 'Maintaining the slight bend of the elbows, move the weights out and away from each other (to the side) in an arc motion while exhaling. Tip: Try to squeeze your shoulder blades together to get the best results from this exercise.', 'The arms should be elevated until they are parallel to the floor.', 'Feel the contraction and slowly lower the weights back down to the starting position while inhaling.', 'Repeat for the recommended amount of repetitions.']","reverse_flyes","","Bodybuilding","[]","0.4","0.6","0.4","24"
